Ticker,Sector,Industry,RS (%),1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,RS Rank (P),Price,MA10,MA30,Volume / VMA10,EPS RS (%),TTM EPS,Rev RS (%),TTM RPS,TTM PE
GL,Financial Services,Insurance—Life,-9.75,-10.46,-10.66,-35.17,-17.32,-1.49,51.74,107.78,102.61,91.48,0.68,34.21,11.06,10.04,60.496,9.75
PEP,Consumer Defensive,Beverages—Non-Alcoholic,-9.76,-12.68,-4.02,-17.48,-15.88,-12.72,51.69,174.81,173.24,172.45,1.31,58.11,6.78,5.17,66.912,25.78
ARBE,Technology,Software—Infrastructure,-9.76,-13.31,-7.69,-12.78,-22.69,-31.76,51.69,2.0,1.98,1.95,2.02,35.45,-0.71,22.94,0.017,
ASGN,Technology,Information Technology Services,-9.77,-11.02,-10.69,-16.19,2.86,2.01,51.66,96.41,93.12,94.74,0.89,32.22,4.12,0.41,91.338,23.4
TXT,Industrials,Aerospace & Defense,-9.78,-10.35,-6.85,-10.81,10.39,-0.74,51.64,87.96,87.79,88.88,1.16,47.6,4.73,5.21,71.645,18.6
DMLP,Energy,Oil & Gas E&P,-9.8,-11.16,-12.35,-12.86,1.32,-3.6,51.61,31.97,30.62,31.62,0.62,30.98,2.65,-2.76,3.937,12.06
SGH,Technology,Semiconductors,-9.8,-9.26,-19.77,-5.08,5.6,-17.76,51.61,20.76,20.15,21.4,0.78,882.95,0.93,21.23,22.68,22.32
RFAC,Financial Services,Shell Companies,-9.81,-9.49,-5.13,-11.28,-10.71,-6.26,51.56,11.23,11.21,11.07,0.0,-4251.72,-0.06,3.7,,
MBINM,Financial Services,Banks—Regional,-9.81,-9.98,-5.31,-12.27,-7.6,-8.47,51.56,26.03,25.86,25.75,1.63,,,3.36,14.091,
SEDA,Financial Services,Shell Companies,-9.81,-9.17,-6.24,-8.63,-10.01,-5.46,51.56,11.32,11.27,11.17,0.08,32.95,-0.42,3.7,,
SUI,Real Estate,REIT—Residential,-9.82,-8.98,4.19,-17.32,-15.84,-8.53,51.52,129.8,135.53,126.17,1.45,128.3,0.52,10.52,25.99,249.62
EQC,Real Estate,REIT—Office,-9.83,-9.78,-2.87,-13.52,-16.48,-12.97,51.49,19.8,20.09,19.46,0.8,28.19,0.86,-2.54,0.554,23.02
CFFN,Financial Services,Banks—Regional,-9.83,-12.17,-5.17,-17.99,-18.48,-11.91,51.49,5.82,5.83,5.57,0.87,465.21,-0.85,567.8,-0.29,
STNG,Energy,Oil & Gas Midstream,-9.84,-6.3,-7.41,9.63,12.09,11.64,51.46,70.89,70.92,74.38,0.87,69.8,12.79,12.5,28.052,5.54
GCT,Technology,Software—Infrastructure,-9.84,3.28,-31.88,34.2,114.67,118.31,51.46,25.24,21.66,28.25,1.08,26.03,2.78,29.96,24.076,9.08
APXI,Financial Services,Shell Companies,-9.85,-8.95,-5.47,-10.78,-9.33,-4.87,51.42,11.72,11.67,11.57,1.3,-13.92,0.17,3.7,,68.94
GLLI,Financial Services,Shell Companies,-9.85,-9.28,-5.63,-11.88,-10.53,-5.11,51.42,11.35,11.28,11.19,0.09,-592.66,-0.12,3.7,,
GFI,Basic Materials,Gold,-9.86,-8.5,-16.36,-4.44,7.63,-12.44,51.38,15.4,15.04,15.78,0.85,,0.71,,2.437,21.69
OAKUU,Financial Services,Shell Companies,-9.86,-9.29,-6.54,-13.11,-11.16,-2.06,51.38,11.29,11.18,11.04,0.0,,,3.7,,
SVIIU,Financial Services,Shell Companies,-9.87,-10.52,-6.59,-11.87,-10.59,-7.01,51.35,11.43,11.28,11.25,8.45,,,3.7,,
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-9.88,-4.69,-5.75,-17.54,6.12,7.91,51.33,50.64,51.9,51.12,1.19,45.92,2.09,5.01,28.162,24.23
WTMAU,Financial Services,Shell Companies,-9.89,-9.35,-5.35,-13.62,-11.7,-6.4,51.31,11.27,11.27,11.06,0.0,,-0.066,3.7,,
IVCBU,Financial Services,Shell Companies,-9.9,-12.08,-8.32,-8.88,-10.98,-6.34,51.28,11.55,11.23,11.38,10.0,,,3.7,,
MSFT,Technology,Software—Infrastructure,-9.9,-9.04,-6.56,6.25,5.22,6.41,51.28,416.32,418.64,424.36,1.04,32.87,11.78,9.32,32.986,35.34
ASC,Industrials,Marine Shipping,-9.91,-5.56,-5.19,18.85,4.47,-1.68,51.22,17.67,18.28,19.2,0.65,100.66,3.5,21.08,9.979,5.05
GATE,Financial Services,Shell Companies,-9.91,-9.35,-4.93,-11.15,-11.78,-6.68,51.22,10.91,10.97,10.76,0.0,79.83,-0.26,3.7,,
YOTA,Financial Services,Shell Companies,-9.91,-9.64,-4.8,-11.07,-12.26,-8.45,51.22,11.12,11.16,10.97,0.09,39.62,0.29,3.7,,38.36
LOCL,Consumer Defensive,Farm Products,-9.91,-5.49,-17.93,-12.25,-33.83,-63.77,51.22,2.69,2.53,2.73,0.66,74.7,-17.13,23.6,3.835,
CTSO,Healthcare,Medical Devices,-9.92,-4.95,-18.26,-48.22,-57.93,-67.71,51.15,1.12,1.17,1.0,1.29,112.64,-0.52,11.08,0.744,
CLRC,Financial Services,Shell Companies,-9.92,-9.34,-5.58,-10.41,-9.56,-4.41,51.15,11.6,11.57,11.47,0.0,28.34,-0.17,3.7,,
ISRL,Financial Services,Shell Companies,-9.92,-8.95,-5.37,-11.57,-10.0,-5.55,51.15,11.17,11.16,11.03,4.63,66.54,0.49,3.7,,22.8
ONBPP,Financial Services,Banks—Regional,-9.92,-9.27,-5.97,-11.94,-5.96,-5.2,51.15,25.45,25.29,25.11,0.61,,0.891,7.66,5.822,28.56
VVV,Consumer Cyclical,Auto & Truck Dealerships,-9.95,-7.83,-6.62,-1.64,4.02,-8.62,51.06,40.74,41.0,42.29,0.96,45.86,1.46,10.82,11.902,27.9
JMIA,Consumer Cyclical,Internet Retail,-9.95,-0.92,-23.66,70.8,28.11,-5.58,51.06,5.43,5.02,6.63,0.66,51.31,-1.0,-16.12,1.841,
RRAC,Financial Services,Shell Companies,-9.95,-9.42,-5.69,-11.46,-10.14,-5.54,51.06,11.5,11.45,11.34,2.58,51.7,-0.04,3.7,,
KVAC,Financial Services,Shell Companies,-9.95,-9.47,-5.82,-10.89,-8.53,-4.22,51.06,10.77,10.71,10.61,0.65,419.88,0.51,3.7,,21.12
ALCY,Financial Services,Shell Companies,-9.95,-9.55,-5.72,-11.59,-9.09,-3.73,51.06,10.9,10.85,10.74,4.35,32.95,0.4,3.7,,27.25
LFT,Real Estate,REIT—Mortgage,-9.96,-7.29,-1.8,-6.43,0.16,7.67,50.99,2.43,2.54,2.49,1.04,-4.55,0.36,-8.83,0.689,6.75
LGIH,Consumer Cyclical,Residential Construction,-9.96,-9.72,-10.77,-34.94,-27.08,-1.43,50.99,112.1,110.21,102.64,0.7,53.39,8.23,12.29,94.203,13.62
STR,Energy,Oil & Gas E&P,-9.97,-13.46,-17.69,-13.87,-8.04,-15.94,50.94,23.6,21.96,23.14,1.45,135.95,-0.21,11.39,7.657,
LKFN,Financial Services,Banks—Regional,-9.97,-9.41,-1.35,-13.72,-4.97,0.87,50.94,63.75,64.89,63.19,1.72,21.02,3.92,12.03,9.481,16.26
ROST,Consumer Cyclical,Apparel Retail,-9.97,-7.64,1.66,-4.04,-0.27,7.38,50.94,143.36,149.34,143.78,1.23,35.52,6.19,3.97,63.575,23.16
PAYS,Technology,Software—Infrastructure,-9.97,-8.68,14.62,16.07,46.07,-13.73,50.94,3.65,4.32,4.35,0.93,-242.05,0.15,10.96,1.016,24.33
PHYT,Financial Services,Shell Companies,-9.98,-9.41,-5.52,-10.81,-10.28,-5.73,50.88,11.54,11.51,11.41,5.48,-782.25,0.2,3.7,,57.7
LSTA,Healthcare,Biotechnology,-9.98,-8.32,1.19,9.13,-8.98,-11.32,50.88,2.98,2.97,3.1,1.11,37.87,-2.56,3.7,,
RCKY,Consumer Cyclical,Footwear & Accessories,-10.0,-5.98,-0.25,12.31,3.82,7.45,50.84,29.93,30.64,32.07,0.69,-362.64,2.01,-14.04,62.535,14.89
ATMC,Financial Services,Shell Companies,-10.0,-9.59,-5.94,-11.45,-9.91,-5.21,50.84,11.24,11.18,11.09,0.45,75.58,0.2,3.7,,56.2
AESI,Energy,Oil & Gas Equipment & Services,-10.01,0.47,-7.33,-12.32,7.78,-16.77,50.78,20.45,20.99,21.53,1.84,-114.16,1.17,51.34,8.193,17.48
PVL,Energy,Oil & Gas E&P,-10.01,-11.54,-12.92,-44.68,-45.04,-43.89,50.78,1.63,1.68,1.47,0.98,-281249967.05,0.23,-7734392499999997.0,0.101,7.09
CBRG,Financial Services,Shell Companies,-10.01,-9.2,-6.51,-10.9,-8.52,-5.1,50.78,11.39,11.28,11.26,1.11,65.1,0.03,3.7,,379.67
CFFSU,Financial Services,Shell Companies,-10.01,-9.47,-8.06,-13.72,-11.92,-6.56,50.78,11.07,10.87,10.81,0.0,,-0.044,3.7,,
SBXC,Financial Services,Shell Companies,-10.02,-9.03,-5.62,-11.95,-10.06,-4.26,50.72,10.79,10.74,10.63,0.02,32.95,0.27,3.7,,39.96
CMC,Basic Materials,Steel,-10.02,-9.44,-11.49,-12.65,0.91,-11.21,50.72,53.52,53.19,54.87,1.27,10.74,4.81,5.84,69.95,11.13
IPXX,Financial Services,Shell Companies,-10.04,-9.31,-5.88,-11.66,-8.98,-3.44,50.68,10.76,10.72,10.61,0.81,210.36,,3.7,,
FDBC,Financial Services,Banks—Regional,-10.04,-12.45,-4.11,-26.05,-14.08,3.67,50.68,50.68,50.15,48.06,1.45,57.59,2.74,14.64,12.333,18.5
BIAF,Healthcare,Diagnostics & Research,-10.05,-13.24,-32.49,10.43,39.43,-18.49,50.61,1.91,1.77,2.11,0.74,48.74,-0.91,34.31,0.744,
PLAO,Financial Services,Shell Companies,-10.05,-9.4,-5.69,-11.33,-9.91,-5.42,50.61,11.6,11.56,11.46,0.21,105.36,0.53,3.7,,21.89
LNW,Consumer Cyclical,Gambling,-10.05,-11.35,6.46,4.92,12.29,2.07,50.61,95.7,103.58,99.94,1.1,37.2,3.31,10.07,34.0,28.91
AMBP,Consumer Cyclical,Packaging & Containers,-10.05,-8.51,-9.1,-18.17,-15.07,-11.32,50.61,3.73,3.57,3.63,0.99,-27.05,-0.12,8.05,8.076,
CLRCU,Financial Services,Shell Companies,-10.05,-9.44,-5.21,-10.16,-10.1,-3.24,50.61,11.56,11.54,11.44,0.0,,-0.394,3.7,,
PRLH,Financial Services,Shell Companies,-10.05,-9.67,-6.01,-12.02,-9.54,-6.92,50.61,11.18,11.12,11.02,1.74,-2391.99,0.03,3.7,,372.67
BLD,Industrials,Engineering & Construction,-10.06,-9.05,-8.56,-4.52,31.67,30.02,50.54,386.99,388.37,407.13,0.83,31.29,19.43,7.61,166.602,19.92
RCFA,Financial Services,Shell Companies,-10.08,-9.64,-5.88,-11.25,-10.27,-5.97,50.5,11.47,11.43,11.33,0.06,-462.84,0.44,3.7,,26.07
TRS,Consumer Cyclical,Packaging & Containers,-10.08,-14.69,-10.78,-16.23,-9.78,-14.21,50.5,26.0,24.91,25.72,1.31,34.36,0.98,9.12,22.193,26.53
TETEU,Financial Services,Shell Companies,-10.08,-9.51,-3.91,-10.78,-10.24,-5.25,50.5,12.01,12.05,11.94,0.0,,,3.7,,
ANSS,Technology,Software - Application,-10.12,-13.35,-12.41,-10.83,-6.12,2.87,50.45,330.03,319.62,324.42,1.13,10.45,5.64,5.93,26.712,58.52
BIRK,Consumer Cyclical,Footwear & Accessories,-10.12,-11.29,-13.11,6.54,-10.92,1.25,50.45,50.02,52.24,51.58,1.01,204.42,0.65,34.77,9.25,76.95
CBRGU,Financial Services,Shell Companies,-10.13,-10.78,-5.73,-11.74,-12.04,-6.09,50.4,11.26,11.14,10.98,1.93,,,3.7,,
HLX,Energy,Oil & Gas Equipment & Services,-10.13,-5.97,-14.8,0.36,11.7,1.68,50.4,10.73,10.56,11.05,1.21,1812.95,-0.04,8.54,9.191,
ALSA,Financial Services,Shell Companies,-10.13,-8.55,-6.33,-11.07,-10.0,-5.09,50.4,11.71,11.87,11.62,0.3,22.53,-0.65,3.7,,
GLSTU,Financial Services,Shell Companies,-10.13,-9.58,-5.6,-11.19,-12.0,-6.64,50.4,11.35,11.28,11.21,0.0,,,3.7,,
MITA,Financial Services,Shell Companies,-10.14,-9.59,-5.63,-12.05,-9.34,-6.21,50.34,11.12,11.1,10.98,0.0,-987.05,0.02,3.7,,555.52
CCO,Communication Services,Advertising Agencies,-10.14,-7.9,-9.76,-11.59,-4.96,8.92,50.34,1.59,1.54,1.52,1.3,304.83,-0.34,5.29,4.538,
UCTT,Technology,Semiconductor Equipment & Materials,-10.15,-9.13,-19.86,21.69,17.92,-9.64,50.31,39.68,37.3,42.75,0.82,1088.51,-0.2,13.89,41.962,
ESHA,Financial Services,Shell Companies,-10.17,-9.62,-5.84,-12.39,-9.69,-4.11,50.29,10.62,10.58,10.47,3.02,64.16,0.36,3.7,,29.5
MCAG,Financial Services,Shell Companies,-10.18,-9.07,-4.44,-12.03,-11.98,-6.34,50.27,11.05,11.01,10.86,0.18,437.68,-0.07,3.7,,
QGEN,Healthcare,Diagnostics & Research,-10.19,-10.19,-3.74,-16.74,-17.02,-9.05,50.23,43.92,45.25,43.56,0.9,28.52,0.35,6.03,8.733,125.49
PWUP,Financial Services,Shell Companies,-10.19,-2.16,-7.32,-12.23,-10.64,-6.77,50.23,11.45,11.48,11.35,1.66,107.95,-0.28,3.7,,
RNG,Technology,Software—Application,-10.19,-14.3,-18.92,-25.19,-11.52,-12.46,50.23,32.72,31.6,32.08,1.71,154.83,-1.42,6.66,24.637,
VTRS,Healthcare,Drug Manufacturers—Specialty & Generic,-10.21,-7.7,-5.28,-17.38,-1.06,7.68,50.19,11.38,11.61,11.33,0.61,-70.82,-0.54,3.99,12.737,
CCTSU,Financial Services,Shell Companies,-10.22,-12.5,-6.43,-11.65,-11.0,-6.67,50.16,11.49,11.34,11.34,0.61,,,3.7,,
PFE,Healthcare,Drug Manufacturers—General,-10.22,-11.75,-9.4,-20.0,-29.31,-26.41,50.16,29.16,28.88,28.33,1.5,1282.95,-0.46,-1.03,9.757,
ATMV,Financial Services,Shell Companies,-10.23,-9.57,-5.98,-11.57,-9.82,-5.87,50.14,11.17,11.13,11.06,0.08,128.07,0.41,3.7,,27.24
GAMB,Consumer Cyclical,Gambling,-10.24,-9.33,-7.23,-34.17,-25.38,-22.36,50.11,9.74,9.97,9.01,0.55,43.9,0.67,9.87,3.115,14.54
MNTN,Financial Services,Shell Companies,-10.24,-10.15,-5.71,-11.58,-9.84,-6.26,50.11,11.39,11.32,11.27,0.03,168.82,-0.31,3.7,,
MCAA,Financial Services,Shell Companies,-10.25,-10.0,-5.96,-11.35,-9.67,-5.15,50.06,11.75,11.71,11.63,4.69,17.95,0.24,3.7,,48.96
FORLU,Financial Services,Shell Companies,-10.25,-9.7,-5.67,-11.18,-11.44,-6.17,50.06,11.03,11.03,10.93,,,,3.7,,
TLGYU,Financial Services,Shell Companies,-10.25,-7.66,-5.78,-11.03,-11.37,-6.82,50.06,11.54,11.51,11.43,4.53,,,3.7,,
MCAGU,Financial Services,Shell Companies,-10.26,-9.83,1.4,-11.86,-12.21,-7.05,50.01,11.11,11.14,10.92,0.0,,,3.7,,
EMCGU,Financial Services,Shell Companies,-10.26,-9.66,0.05,-10.82,-10.81,-3.91,50.01,11.7,11.84,11.67,0.0,,,3.7,,
JOBY,Industrials,Airports & Air Services,-10.27,-5.88,-22.61,-27.03,-31.63,-5.48,49.95,5.69,5.25,5.25,1.2,-53.29,-0.47,-865.05,0.002,
GLBZ,Financial Services,Banks—Regional,-10.27,-10.75,-9.55,-42.73,-31.46,-21.89,49.95,5.54,5.33,4.93,0.89,-221.71,0.18,5.0,4.02,30.79
WINV,Financial Services,Shell Companies,-10.27,-9.7,-5.49,-7.34,-11.66,-6.71,49.95,11.55,11.59,11.47,1.87,-94.26,-0.29,3.7,,
WKEY,Technology,Semiconductors,-10.27,-1.95,-0.92,-16.04,-38.12,-59.67,49.95,2.11,2.17,2.15,0.98,,-2.52,,3.0025,
NVEC,Technology,Semiconductors,-10.28,-10.9,-12.48,-21.6,-8.78,-16.43,49.89,79.69,79.57,79.18,0.7,30.31,3.48,1.4,5.742,22.9
AME,Industrials,Specialty Industrial Machinery,-10.28,-9.7,-8.66,-12.48,1.08,-1.72,49.89,170.39,167.55,170.26,1.12,33.99,5.74,5.38,29.544,29.68
MLM,Basic Materials,Building Materials,-10.29,-12.83,-11.33,-8.14,17.09,8.18,49.85,544.9,533.71,562.73,0.79,-40.0,33.24,10.33,107.248,16.39
WMS,Industrials,Building Products & Equipment,-10.29,-7.86,-11.68,-5.66,21.27,10.2,49.85,153.01,151.88,161.75,0.88,53.71,6.33,15.7,37.373,24.17
TLGY,Financial Services,Shell Companies,-10.29,-9.87,-6.06,-11.34,-9.55,-5.61,49.85,11.56,11.51,11.44,0.54,-10680.97,0.38,3.7,,30.42
FRLA,Financial Services,Shell Companies,-10.3,-9.99,-6.42,-11.87,-10.85,-6.4,49.8,11.41,11.33,11.26,0.93,-633.13,-0.81,3.7,,
BYNO,Financial Services,Shell Companies,-10.3,-9.65,-5.64,-11.47,-10.15,-5.49,49.8,11.39,11.44,11.29,0.01,-79.55,0.1,3.7,,113.9
LSTR,Industrials,Integrated Freight & Logistics,-10.31,-14.82,-9.81,-16.09,-11.54,-7.21,49.74,187.78,184.02,183.01,1.6,29.41,6.12,4.03,136.999,30.68
TECH,Healthcare,Biotechnology,-10.31,-7.94,-7.74,-15.04,-21.49,-14.06,49.74,73.36,74.39,74.32,0.87,44.66,1.05,9.33,7.349,69.87
FORL,Financial Services,Shell Companies,-10.31,-9.85,-5.63,-11.04,-9.89,-4.75,49.74,11.0,11.0,10.92,0.31,-0.38,0.1,3.7,,110.02
BUJAU,Financial Services,Shell Companies,-10.31,-10.64,-1.33,-12.36,-10.23,-3.77,49.74,11.05,11.62,11.06,2.27,,,3.7,,
HUBG,Industrials,Integrated Freight & Logistics,-10.32,-11.93,-3.14,-12.15,-9.0,-1.04,49.69,43.51,44.27,43.25,1.16,35.08,1.87,2.43,64.931,23.27
MCAAU,Financial Services,Shell Companies,-10.33,-9.69,-5.81,-9.52,-8.56,-5.66,49.66,11.69,11.65,11.62,0.0,,,3.7,,
TNK,Energy,Oil & Gas Midstream,-10.33,-6.4,-12.53,7.67,10.7,22.62,49.66,59.23,56.87,61.61,1.3,28.53,12.84,-0.39,36.018,4.61
ZS,Technology,Software—Infrastructure,-10.34,-20.66,-24.85,-5.94,-5.74,32.13,49.62,198.26,181.02,182.03,1.56,457.95,-0.4,13.09,14.492,
NLY,Real Estate,REIT—Mortgage,-10.34,-9.65,-2.97,-14.24,-12.21,-10.52,49.62,19.63,20.17,19.77,0.99,302.4,-1.34,280.8,-0.734,
BZ,Communication Services,Internet Content & Information,-10.36,1.9,-31.01,-9.35,4.46,-19.94,49.58,17.0,14.57,17.45,0.9,49.0,0.44,16.11,15.488,38.64
ACGLO,Financial Services,Insurance - Diversified,-10.36,-8.92,-4.49,-14.1,-9.68,-4.39,49.58,23.45,23.45,22.99,1.54,,4.691,11.87,41.754,5.0
ONYXU,Financial Services,Shell Companies,-10.36,-12.9,-9.29,-14.88,-12.6,-7.59,49.58,11.6,11.33,11.54,8.08,,-0.035,3.7,,
ALSAU,Financial Services,Shell Companies,-10.4,-11.54,-3.81,-11.91,-9.27,-5.53,49.51,11.73,11.68,11.58,0.68,,,3.7,,
DRVN,Consumer Cyclical,Auto & Truck Dealerships,-10.4,-3.24,-2.73,-18.99,-27.67,-43.24,49.51,13.56,14.14,13.35,0.89,784.34,-4.72,9.21,14.459,
BLEUU,Financial Services,Shell Companies,-10.4,-9.87,-8.05,-13.38,-11.26,-5.98,49.51,10.91,10.77,10.7,0.0,,,3.7,,
UNP,Industrials,Railroads,-10.4,-10.93,-1.8,-15.64,-4.37,4.33,49.51,242.31,245.45,239.16,0.99,36.14,10.64,3.48,39.632,22.77
BYNOU,Financial Services,Shell Companies,-10.41,-9.7,-5.37,-11.26,-10.83,-5.19,49.43,11.31,11.4,11.24,0.0,,-0.041,3.7,,
BLAC,Financial Services,Shell Companies,-10.41,-9.98,-6.46,-11.88,-10.22,-4.93,49.43,10.9,10.87,10.79,0.88,-267.05,-0.04,3.7,,
STE,Healthcare,Medical Devices,-10.41,-8.27,-0.48,-14.04,-13.89,-5.13,49.43,226.9,236.4,226.23,1.29,77.51,5.65,3.39,52.969,40.16
ABL,Financial Services,Insurance - Life,-10.41,-13.93,-4.75,-17.11,15.11,8.75,49.43,10.24,10.21,10.56,0.62,932.95,-0.14,109.53,1.507,
ITRN,Technology,Scientific & Technical Instruments,-10.42,-12.15,-6.02,-21.96,-7.31,-2.49,49.37,26.86,27.18,26.58,0.87,36.48,2.56,6.96,16.522,10.49
GDST,Financial Services,Shell Companies,-10.42,-9.78,-6.07,-11.12,-9.81,-6.37,49.37,11.25,11.23,11.17,0.08,-103.12,0.16,3.7,,70.31
VMC,Basic Materials,Building Materials,-10.43,-11.87,-10.61,-9.74,7.95,1.29,49.33,247.51,244.95,254.38,1.01,68.03,6.93,2.61,57.166,35.72
FMC,Basic Materials,Agricultural Inputs,-10.43,-5.1,-7.68,-27.22,-34.82,-41.72,49.33,60.66,63.09,60.74,1.06,15.19,11.7,4.31,32.689,5.18
NXE,Energy,Uranium,-10.44,-11.95,-29.11,-9.6,27.29,23.7,49.31,7.1,6.19,6.98,1.08,426.7,0.12,3.7,,59.17
DUET,Financial Services,Shell Companies,-10.45,-9.89,-5.82,-11.93,-10.67,-4.75,49.28,11.26,11.25,11.12,0.0,-426.17,0.08,3.7,,140.75
CDZI,Utilities,Utilities—Regulated Water,-10.45,-9.88,-6.37,-13.05,-37.95,-31.73,49.28,3.0,3.14,2.98,0.85,15.31,-0.52,-27.2,0.04,
HYAC,Financial Services,Shell Companies,-10.46,-9.66,-6.13,-11.08,-8.55,-4.39,49.24,10.66,10.64,10.55,0.07,99.71,,3.7,,
SAIA,Industrials,Trucking,-10.46,-16.54,-17.72,-10.9,26.78,11.72,49.24,463.37,413.95,448.81,0.93,40.52,14.18,9.77,116.421,32.68
VSAC,Financial Services,Shell Companies,-10.47,-9.45,-5.45,-10.3,-10.31,-5.88,49.2,11.58,11.62,11.53,0.59,3.18,-0.25,3.7,,
AACT,Financial Services,Shell Companies,-10.47,-9.62,-6.09,-11.79,-9.19,-3.14,49.2,10.8,10.78,10.69,0.53,39.38,0.46,3.7,,23.48
AGM,Financial Services,Credit Services,-10.48,-9.31,-5.32,-9.81,0.36,14.3,49.14,185.22,186.29,186.62,0.72,21.43,16.37,2.04,33.007,11.31
ROP,Technology,Software—Application,-10.48,-10.91,-5.89,-7.57,-5.66,0.97,49.14,551.55,548.54,546.8,1.56,24.94,13.4,8.15,61.5,41.16
MSBIP,Financial Services,Banks—Regional,-10.48,-10.2,-5.15,-11.49,-6.54,-3.36,49.14,25.15,25.08,25.03,0.77,,,0.8,11.714,
RYN,Real Estate,REIT—Specialty,-10.48,-9.29,-7.84,-22.18,-9.8,-4.5,49.14,31.64,31.04,30.55,0.77,-2392.04,1.01,-41.85,6.805,31.33
AQU,Financial Services,Shell Companies,-10.49,-9.93,-6.18,-11.82,-10.64,-5.67,49.08,11.1,11.05,10.98,1.39,332.95,-1.03,3.7,,
CSX,Industrials,Railroads,-10.49,-11.01,-9.58,-14.26,-4.02,0.26,49.08,34.96,34.12,34.23,0.92,42.1,1.83,5.26,7.447,19.1
OXLC,Financial Services,Asset Management,-10.5,-10.45,-4.95,-6.9,-11.57,-10.84,49.05,5.29,5.29,5.32,0.86,,1.12,,1.283,4.72
NEWT,Financial Services,Banks—Regional,-10.52,-11.92,-20.24,-22.66,-24.92,-20.57,49.04,12.96,12.24,12.39,1.03,50.76,1.66,14.51,12.357,7.81
ACTG,Industrials,Business Equipment & Supplies,-10.53,-10.97,-2.12,4.96,14.85,-11.13,49.01,4.6,4.68,5.02,1.01,-269.59,0.75,-43.91,1.547,6.13
AMED,Healthcare,Medical Care Facilities,-10.53,-10.19,-5.24,-10.15,-10.76,-2.92,49.01,96.33,97.21,94.97,0.81,73.38,2.81,6.98,70.107,34.28
LTBR,Industrials,Electrical Equipment & Parts,-10.54,-12.35,-35.5,-10.69,-42.49,-33.34,48.96,3.17,2.71,2.8,1.43,37.36,-0.71,3.7,,
TAK,Healthcare,Drug Manufacturers—Specialty & Generic,-10.54,-9.38,-3.91,-20.75,-21.34,-13.22,48.96,14.3,14.59,13.79,1.36,337.28,0.31,13.19,1407.183,46.13
CGEM,Healthcare,Biotechnology,-10.54,-8.45,9.59,0.95,30.71,-9.39,48.96,16.22,17.49,19.13,0.72,46.45,-3.06,3.7,,
MSSA,Financial Services,Shell Companies,-10.55,-9.21,-5.9,-11.32,-10.49,-6.11,48.92,11.38,11.38,11.31,1.86,37.87,0.61,3.7,,18.66
QOMOU,Financial Services,Shell Companies,-10.56,-9.98,7.43,-9.6,-7.25,-7.12,48.87,11.41,12.0,11.56,0.0,,,3.7,,
CCTS,Financial Services,Shell Companies,-10.56,-9.6,-6.38,-11.64,-11.05,-6.25,48.87,11.45,11.44,11.4,1.67,-499.55,0.39,3.7,,29.36
AGNCM,Real Estate,REIT - Mortgage,-10.56,-10.09,-4.9,-9.85,-7.67,-2.8,48.87,24.98,25.22,25.09,1.05,,-1.86,-631.72,0.751,
HQI,Industrials,Staffing & Employment Services,-10.56,-13.34,-5.05,-32.26,-36.98,-35.32,48.87,13.94,14.01,13.17,1.09,54.17,0.42,-0.38,2.621,33.19
SABR,Technology,Software—Infrastructure,-10.57,-6.31,-23.06,-35.21,-39.23,-9.72,48.81,3.36,3.18,2.95,1.24,115.85,-1.22,6.76,8.002,
CPRI,Consumer Cyclical,Luxury Goods,-10.57,-11.97,-26.47,-36.35,-16.41,-1.58,48.81,42.98,37.05,36.5,0.77,-507.96,-2.48,-13.64,42.797,
DIST,Financial Services,Shell Companies,-10.59,-10.61,-6.86,-12.57,-10.44,-5.37,48.78,10.94,10.85,10.79,0.22,-212.5,0.1,3.7,,109.38
CLSD,Healthcare,Biotechnology,-10.59,5.84,-24.03,-5.11,0.69,11.53,48.78,1.24,1.15,1.24,6.28,77.95,-0.5,-1986.3,0.112,
KW,Real Estate,Real Estate Services,-10.6,-9.61,-7.81,-29.76,-47.07,-30.0,48.74,10.74,10.93,9.99,0.76,88.77,-2.68,-0.49,3.583,
WPC,Real Estate,REIT—Diversified,-10.6,-9.25,-2.81,-20.04,-22.76,-12.39,48.74,59.82,60.34,57.95,1.01,32.57,2.6,-3.12,7.516,23.01
RENEU,Financial Services,Shell Companies,-10.61,-10.06,-6.02,-11.9,-10.56,-6.25,48.69,11.38,11.4,11.3,0.0,,,3.7,,
JHX,Basic Materials,Building Materials,-10.61,-4.37,-3.63,-15.23,12.83,27.71,48.69,35.68,36.63,35.29,0.41,36.92,1.16,3.54,9.11,30.76
SCHW,Financial Services,Capital Markets,-10.61,-13.56,-11.44,-2.4,5.54,1.45,48.69,67.68,64.47,69.68,1.16,42.04,2.4,5.13,10.087,28.2
FRMEP,Financial Services,Banks—Regional,-10.62,-9.68,-7.44,-11.91,-9.97,-5.93,48.65,25.42,25.26,25.26,1.21,,3.81,5.01,10.196,6.67
LPLA,Financial Services,Capital Markets,-10.63,-11.84,-20.53,-3.17,-0.47,-3.25,48.62,248.09,221.95,248.63,1.07,33.49,12.85,11.64,145.479,19.31
CP,Industrials,Railroads,-10.63,-9.52,-4.48,-13.04,-3.55,-7.13,48.62,82.06,82.67,82.26,1.37,36.7,2.72,4.92,15.274,30.17
