Symbol,Name,Market Cap,Sector,Industry
TWO,Two Harbors Investment Corp.,$1.53 B,Real Estate,REIT—Mortgage
ILPT,Industrial Logistics Properties Trust,$1.53 B,Real Estate,REIT—Industrial
TEN,Tenneco Inc.,$1.53 B,Consumer Discretionary,Auto Parts
DK,"Delek US Holdings, Inc.",$1.53 B,Energy,Oil & Gas Refining & Marketing
TBBK,"The Bancorp, Inc.",$1.53 B,Financials,Banks
PLMR,"Palomar Holdings, Inc.",$1.53 B,Financials,Insurance—Property & Casualty
SYKE,"Sykes Enterprises, Incorporated",$1.53 B,Technology,Information Technology Services
MRTN,"Marten Transport, Ltd.",$1.53 B,Industrials,Trucking
MGNI,"Magnite, Inc.",$1.52 B,Communication Services,Advertising Agencies
CFFN,"Capitol Federal Financial, Inc.",$1.52 B,Financials,Banks
MNRL,"Brigham Minerals, Inc.",$1.52 B,Energy,Oil & Gas E&P
EXTR,"Extreme Networks, Inc.",$1.52 B,Technology,Communication Equipment
KALU,Kaiser Aluminum Corporation,$1.52 B,Basic Materials,Aluminum
AXSM,"Axsome Therapeutics, Inc.",$1.52 B,Healthcare,Biotechnology
ISEE,"IVERIC bio, Inc.",$1.52 B,Healthcare,Biotechnology
NSTG,"NanoString Technologies, Inc.",$1.52 B,Healthcare,Biotechnology
GLUU,Glu Mobile Inc.,$1.52 B,Communication Services,Electronic Gaming & Multimedia
BHLB,"Berkshire Hills Bancorp, Inc.",$1.51 B,Financials,Banks
GVA,Granite Construction Incorporated,$1.51 B,Industrials,Engineering & Construction
ATGE,Adtalem Global Education Inc.,$1.51 B,Consumer Staples,Education & Training Services
BATRK,The Liberty Braves Group,$1.50 B,Communication Services,Entertainment
BATRA,The Liberty Braves Group,$1.50 B,Communication Services,Entertainment
PLUS,ePlus inc.,$1.50 B,Technology,Software—Application
GDOT,Green Dot Corporation,$1.50 B,Financials,Credit Services
WOW,"WideOpenWest, Inc.",$1.49 B,Communication Services,Entertainment
XNCR,"Xencor, Inc.",$1.49 B,Healthcare,Biotechnology
KRA,Kraton Corporation,$1.49 B,Basic Materials,Specialty Chemicals
MNRO,"Monro, Inc.",$1.49 B,Consumer Discretionary,Auto Parts
LC,LendingClub Corporation,$1.49 B,Financials,Credit Services
TNC,Tennant Company,$1.49 B,Industrials,Specialty Industrial Machinery
UVV,Universal Corporation,$1.47 B,Consumer Staples,Tobacco
ARGO,"Argo Group International Holdings, Ltd.",$1.47 B,Financials,Insurance—Property & Casualty
ASIX,AdvanSix Inc.,$1.47 B,Basic Materials,Chemicals
SNEX,StoneX Group Inc.,$1.47 B,Financials,Capital Markets
EFSC,Enterprise Financial Services Corp,$1.47 B,Financials,Banks
ECOL,"US Ecology, Inc.",$1.47 B,Industrials,Waste Management
SVC,Service Properties Trust,$1.46 B,Real Estate,REIT—Hotel & Motel
XPEL,"XPEL, Inc.",$1.46 B,Consumer Discretionary,Auto Parts
AROC,"Archrock, Inc.",$1.46 B,Energy,Oil & Gas Equipment & Services
FCF,First Commonwealth Financial Corporation,$1.46 B,Financials,Banks
LRN,"Stride, Inc.",$1.46 B,Consumer Staples,Education & Training Services
BBIO,"BridgeBio Pharma, Inc.",$1.46 B,Healthcare,Biotechnology
GES,"Guess', Inc.",$1.46 B,Consumer Discretionary,Apparel Retail
AOSL,Alpha and Omega Semiconductor Limited,$1.45 B,Technology,Semiconductors
PUMP,ProPetro Holding Corp.,$1.45 B,Energy,Oil & Gas Equipment & Services
DCOM,"Dime Community Bancshares, Inc.",$1.45 B,Financials,Banks
SCHN,"Schnitzer Steel Industries, Inc.",$1.45 B,Basic Materials,Steel
NYMT,"New York Mortgage Trust, Inc.",$1.44 B,Real Estate,REIT—Mortgage
LORL,Loral Space & Communications Inc.,$1.44 B,Communication Services,Telecom Services
KRYS,"Krystal Biotech, Inc.",$1.44 B,Healthcare,Biotechnology
SYX,Systemax Inc.,$1.44 B,Industrials,Industrial Distribution
PI,"Impinj, Inc.",$1.44 B,Technology,Communication Equipment
UIS,Unisys Corporation,$1.44 B,Technology,Information Technology Services
SAVA,"Cassava Sciences, Inc.",$1.43 B,Healthcare,Biotechnology
SKYW,"SkyWest, Inc.",$1.43 B,Industrials,Airlines
PRA,ProAssurance Corporation,$1.42 B,Financials,Insurance—Property & Casualty
HSKA,Heska Corporation,$1.42 B,Healthcare,Diagnostics & Research
ENVA,"Enova International, Inc.",$1.42 B,Financials,Credit Services
PATK,"Patrick Industries, Inc.",$1.42 B,Consumer Discretionary,Recreational Vehicles
BV,"BrightView Holdings, Inc.",$1.42 B,Industrials,Specialty Business Services
ENTA,"Enanta Pharmaceuticals, Inc.",$1.42 B,Healthcare,Biotechnology
COHU,"Cohu, Inc.",$1.41 B,Technology,Semiconductor Equipment & Materials
PRLB,"Proto Labs, Inc.",$1.41 B,Industrials,Metal Fabrication
ADUS,Addus HomeCare Corporation,$1.41 B,Healthcare,Medical Care Facilities
ROCK,"Gibraltar Industries, Inc.",$1.41 B,Industrials,Building Products & Equipment
CRNC,Cerence Inc.,$1.41 B,Technology,Software—Application
SLCA,"U.S. Silica Holdings, Inc.",$1.41 B,Energy,Oil & Gas Equipment & Services
SCS,Steelcase Inc.,$1.41 B,Industrials,Business Equipment & Supplies
SAFT,"Safety Insurance Group, Inc.",$1.40 B,Financials,Insurance—Property & Casualty
OFG,OFG Bancorp,$1.40 B,Financials,Banks
TRS,TriMas Corporation,$1.40 B,Industrials,Specialty Industrial Machinery
SYBT,"Stock Yards Bancorp, Inc.",$1.39 B,Financials,Banks
SCHL,Scholastic Corporation,$1.39 B,Communication Services,Publishing
NEO,"NeoGenomics, Inc.",$1.38 B,Healthcare,Diagnostics & Research
NXGN,"NextGen Healthcare, Inc.",$1.38 B,Healthcare,Health Information Services
VVNT,"Vivint Smart Home, Inc.",$1.38 B,Industrials,Security & Protection Services
SFL,SFL Corporation Ltd.,$1.38 B,Industrials,Marine Shipping
CORE,"Core-Mark Holding Company, Inc.",$1.38 B,Consumer Staples,Food Distribution
CNXN,"PC Connection, Inc.",$1.38 B,Technology,Electronics & Computer Distribution
BUSE,First Busey Corporation,$1.38 B,Financials,Banks
MORF,"Morphic Holding, Inc.",$1.37 B,Healthcare,Biotechnology
HCSG,"Healthcare Services Group, Inc.",$1.37 B,Healthcare,Medical Care Facilities
RVNC,"Revance Therapeutics, Inc.",$1.37 B,Healthcare,Biotechnology
VECO,Veeco Instruments Inc.,$1.37 B,Technology,Semiconductor Equipment & Materials
FFG,"FBL Financial Group, Inc.",$1.37 B,Financials,Insurance—Life
RGNX,REGENXBIO Inc.,$1.36 B,Healthcare,Biotechnology
EB,"Eventbrite, Inc.",$1.36 B,Technology,Software—Application
DIN,"Dine Brands Global, Inc.",$1.35 B,Consumer Discretionary,Restaurants
EIGI,"Endurance International Group Holdings, Inc.",$1.34 B,Technology,Software—Application
PRO,"PROS Holdings, Inc.",$1.34 B,Technology,Software—Application
INVA,"Innoviva, Inc.",$1.34 B,Healthcare,Biotechnology
SILK,"Silk Road Medical, Inc",$1.33 B,Healthcare,Medical Devices
EGHT,"8x8, Inc.",$1.33 B,Technology,Software—Application
ROAD,"Construction Partners, Inc.",$1.33 B,Industrials,Engineering & Construction
EPAC,Enerpac Tool Group Corp.,$1.33 B,Industrials,Specialty Industrial Machinery
ELF,"e.l.f. Beauty, Inc.",$1.32 B,Consumer Staples,Household & Personal Products
SBSI,"Southside Bancshares, Inc.",$1.32 B,Financials,Banks
GTY,Getty Realty Corp.,$1.31 B,Real Estate,REIT—Retail
UUUU,Energy Fuels Inc.,$1.31 B,Energy,Uranium
ALX,"Alexander's, Inc.",$1.31 B,Real Estate,REIT—Retail
DRQ,"Dril-Quip, Inc.",$1.31 B,Energy,Oil & Gas Equipment & Services
CXW,"CoreCivic, Inc.",$1.31 B,Real Estate,REIT—Specialty
PLT,"Plantronics, Inc.",$1.31 B,Technology,Communication Equipment
LMNX,Luminex Corporation,$1.31 B,Healthcare,Medical Instruments & Supplies
RPAY,Repay Holdings Corporation,$1.30 B,Technology,Software—Infrastructure
NBR,Nabors Industries Ltd.,$1.30 B,Energy,Oil & Gas Drilling
PRIM,Primoris Services Corporation,$1.30 B,Industrials,Engineering & Construction
MEG,"Montrose Environmental Group, Inc.",$1.30 B,Industrials,Waste Management
OFLX,"Omega Flex, Inc.",$1.30 B,Industrials,Specialty Industrial Machinery
APTS,"Preferred Apartment Communities, Inc.",$1.29 B,Real Estate,REIT—Residential
RYI,Ryerson Holding Corporation,$1.29 B,Industrials,Metal Fabrication
MLAB,"Mesa Laboratories, Inc.",$1.29 B,Technology,Scientific & Technical Instruments
USPH,"U.S. Physical Therapy, Inc.",$1.29 B,Healthcare,Medical Care Facilities
BIG,"Big Lots, Inc.",$1.29 B,Consumer Staples,Discount Stores
MHO,"M/I Homes, Inc.",$1.29 B,Consumer Discretionary,Residential Construction
ECHO,"Echo Global Logistics, Inc.",$1.28 B,Industrials,Integrated Freight & Logistics
CSR,Investors Real Estate Trust (Renamed Centerspace),$1.28 B,Real Estate,Real Estate Services
DLX,Deluxe Corporation,$1.28 B,Communication Services,Advertising Agencies
CNOB,"ConnectOne Bancorp, Inc.",$1.28 B,Financials,Banks
PHR,"Phreesia, Inc.",$1.28 B,Healthcare,Health Information Services
GPRO,"GoPro, Inc.",$1.27 B,Technology,Consumer Electronics
OPI,Office Properties Income Trust,$1.27 B,Real Estate,REIT—Office
CDXS,"Codexis, Inc.",$1.27 B,Healthcare,Biotechnology
KROS,"Keros Therapeutics, Inc.",$1.26 B,Healthcare,Biotechnology
STNG,Scorpio Tankers Inc.,$1.26 B,Energy,Oil & Gas Midstream
TGTX,"TG Therapeutics, Inc.",$1.26 B,Healthcare,Biotechnology
WRLD,World Acceptance Corporation,$1.26 B,Financials,Credit Services
DNOW,NOW Inc.,$1.26 B,Energy,Oil & Gas Equipment & Services
ATRI,Atrion Corporation,$1.26 B,Healthcare,Medical Instruments & Supplies
SHYF,"The Shyft Group, Inc.",$1.25 B,Industrials,Farm & Heavy Construction Machinery
TALO,Talos Energy Inc.,$1.25 B,Energy,Oil & Gas E&P
BKD,Brookdale Senior Living Inc.,$1.25 B,Healthcare,Medical Care Facilities
GIII,"G-III Apparel Group, Ltd.",$1.25 B,Consumer Discretionary,Apparel Retail
NBHC,National Bank Holdings Corporation,$1.25 B,Financials,Banks
BRKL,"Brookline Bancorp, Inc.",$1.24 B,Financials,Banks
KAMN,Kaman Corporation,$1.24 B,Industrials,Aerospace & Defense
APOG,"Apogee Enterprises, Inc.",$1.24 B,Industrials,Building Products & Equipment
FDP,Fresh Del Monte Produce Inc.,$1.24 B,Consumer Staples,Farm Products
TPTX,"Turning Point Therapeutics, Inc.",$1.24 B,Healthcare,Biotechnology
CEIX,CONSOL Energy Inc.,$1.24 B,Energy,Thermal Coal
AMRS,"Amyris, Inc.",$1.23 B,Basic Materials,Specialty Chemicals
SPTN,SpartanNash Company,$1.23 B,Consumer Staples,Food Distribution
CHCO,City Holding Company,$1.23 B,Financials,Banks
RWT,"Redwood Trust, Inc.",$1.23 B,Real Estate,REIT—Mortgage
ALLO,"Allogene Therapeutics, Inc.",$1.23 B,Healthcare,Biotechnology
SGH,"SMART Global Holdings, Inc.",$1.23 B,Technology,Semiconductors
CDMO,"Avid Bioservices, Inc.",$1.22 B,Healthcare,Biotechnology
BFS,"Saul Centers, Inc.",$1.22 B,Real Estate,REIT—Retail
SNBR,Sleep Number Corporation,$1.22 B,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
SXI,Standex International Corporation,$1.22 B,Industrials,Specialty Industrial Machinery
OCFC,OceanFirst Financial Corp.,$1.22 B,Financials,Banks
CUTR,"Cutera, Inc.",$1.21 B,Healthcare,Medical Devices
CHEF,"The Chefs' Warehouse, Inc.",$1.21 B,Consumer Staples,Food Distribution
DVAX,Dynavax Technologies Corporation,$1.21 B,Healthcare,Biotechnology
LZB,La-Z-Boy Incorporated,$1.21 B,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
EIG,"Employers Holdings, Inc.",$1.21 B,Financials,Insurance—Specialty
EDIT,"Editas Medicine, Inc.",$1.21 B,Healthcare,Biotechnology
ACEL,"Accel Entertainment, Inc.",$1.20 B,Consumer Discretionary,Gambling
EBSB,"Meridian Bancorp, Inc.",$1.20 B,Financials,Banks
AZZ,AZZ Inc.,$1.20 B,Industrials,Electrical Equipment & Parts
CMCO,Columbus McKinnon Corporation,$1.20 B,Industrials,Farm & Heavy Construction Machinery
AMTB,Amerant Bancorp Inc.,$1.20 B,Financials,Banks
KREF,KKR Real Estate Finance Trust Inc.,$1.19 B,Real Estate,REIT—Mortgage
MBIN,Merchants Bancorp,$1.19 B,Financials,Banks
FBNC,First Bancorp,$1.18 B,Financials,Banks
DOMO,"Domo, Inc.",$1.18 B,Technology,Software—Application
BRMK,Broadmark Realty Capital Inc.,$1.18 B,Real Estate,REIT—Mortgage
PCVX,"Vaxcyte, Inc.",$1.18 B,Healthcare,Biotechnology
TCBK,TriCo Bancshares,$1.18 B,Financials,Banks
AGM,Federal Agricultural Mortgage Corporation,$1.18 B,Financials,Credit Services
SHEN,Shenandoah Telecommunications Company,$1.18 B,Communication Services,Telecom Services
MBUU,"Malibu Boats, Inc.",$1.18 B,Consumer Discretionary,Recreational Vehicles
IMAX,IMAX Corporation,$1.17 B,Communication Services,Entertainment
GFF,Griffon Corporation,$1.17 B,Industrials,Tools & Accessories
UMH,"UMH Properties, Inc.",$1.17 B,Real Estate,REIT—Residential
SRCE,1st Source Corporation,$1.16 B,Financials,Banks
STBA,"S&T Bancorp, Inc.",$1.15 B,Financials,Banks
NGM,"NGM Biopharmaceuticals, Inc.",$1.15 B,Healthcare,Biotechnology
ERII,"Energy Recovery, Inc.",$1.14 B,Industrials,Pollution & Treatment Controls
TMP,Tompkins Financial Corporation,$1.14 B,Financials,Banks
HTLD,"Heartland Express, Inc.",$1.14 B,Industrials,Trucking
CDE,"Coeur Mining, Inc.",$1.13 B,Basic Materials,Gold
RPT,RPT Realty,$1.13 B,Real Estate,REIT—Retail
MTSC,MTS Systems Corporation,$1.13 B,Technology,Scientific & Technical Instruments
CSTL,"Castle Biosciences, Inc.",$1.13 B,Healthcare,Diagnostics & Research
ITOS,"iTeos Therapeutics, Inc.",$1.13 B,Healthcare,Biotechnology
RC,Ready Capital Corporation,$1.13 B,Real Estate,REIT—Mortgage
RDNT,"RadNet, Inc.",$1.13 B,Healthcare,Diagnostics & Research
PFC,Premier Financial Corp.,$1.13 B,Financials,Banks
CTS,CTS Corporation,$1.13 B,Technology,Electronic Components
PFBC,Preferred Bank,$1.12 B,Financials,Banks
RGR,"Sturm, Ruger & Company, Inc.",$1.12 B,Industrials,Aerospace & Defense
IPI,"Intrepid Potash, Inc.",$1.12 B,Basic Materials,Agricultural Inputs
VIVO,"Meridian Bioscience, Inc.",$1.12 B,Healthcare,Diagnostics & Research
ATEN,"A10 Networks, Inc.",$1.12 B,Technology,Software—Infrastructure
DFIN,"Donnelley Financial Solutions, Inc.",$1.11 B,Financials,Capital Markets
PTGX,"Protagonist Therapeutics, Inc.",$1.11 B,Healthcare,Biotechnology
CNDT,Conduent Incorporated,$1.11 B,Technology,Information Technology Services
VTOL,Bristow Group Inc.,$1.11 B,Energy,Oil & Gas Equipment & Services
EVOP,"EVO Payments, Inc.",$1.11 B,Technology,Software—Infrastructure
FGEN,"FibroGen, Inc.",$1.11 B,Healthcare,Biotechnology
KRNY,Kearny Financial Corp.,$1.10 B,Financials,Banks
FFWM,First Foundation Inc.,$1.10 B,Financials,Banks
NHC,National HealthCare Corporation,$1.10 B,Healthcare,Medical Care Facilities
ACCD,"Accolade, Inc.",$1.10 B,Healthcare,Health Information Services
SFIX,"Stitch Fix, Inc.",$1.10 B,Consumer Discretionary,Specialty Retail
ATEC,"Alphatec Holdings, Inc.",$1.08 B,Healthcare,Medical Devices
FORR,"Forrester Research, Inc.",$1.08 B,Industrials,Consulting Services
SCWX,SecureWorks Corp.,$1.08 B,Technology,Software—Infrastructure
UEC,Uranium Energy Corp.,$1.07 B,Energy,Uranium
ALEC,"Alector, Inc.",$1.07 B,Healthcare,Biotechnology
HCAT,"Health Catalyst, Inc.",$1.07 B,Healthcare,Health Information Services
PGTI,"PGT Innovations, Inc.",$1.06 B,Industrials,Building Products & Equipment
MATW,Matthews International Corporation,$1.06 B,Industrials,Conglomerates
TBI,"TrueBlue, Inc.",$1.06 B,Industrials,Staffing & Employment Services
INN,"Summit Hotel Properties, Inc.",$1.06 B,Real Estate,REIT—Hotel & Motel
KIDS,OrthoPediatrics Corp.,$1.05 B,Healthcare,Medical Devices
BY,"Byline Bancorp, Inc.",$1.04 B,Financials,Banks
AVYA,Avaya Holdings Corp.,$1.04 B,Technology,Software—Application
HMST,"HomeStreet, Inc.",$1.03 B,Financials,Banks
CHCT,Community Healthcare Trust Incorporated,$1.03 B,Real Estate,REIT—Healthcare Facilities
GABC,"German American Bancorp, Inc.",$1.03 B,Financials,Banks
GRBK,"Green Brick Partners, Inc.",$1.02 B,Consumer Discretionary,Residential Construction
DHT,"DHT Holdings, Inc.",$1.02 B,Energy,Oil & Gas Midstream
PLAB,"Photronics, Inc.",$1.02 B,Technology,Semiconductor Equipment & Materials
PDFS,"PDF Solutions, Inc.",$1.02 B,Technology,Software—Application
CLNC,"Colony Credit Real Estate, Inc.",$1.02 B,Real Estate,REIT—Diversified
QTRX,Quanterix Corporation,$1.01 B,Healthcare,Medical Devices
HURN,Huron Consulting Group Inc.,$1.01 B,Industrials,Consulting Services
ATEX,Anterix Inc.,$1.01 B,Communication Services,Telecom Services
NRC,National Research Corporation,$1.01 B,Healthcare,Diagnostics & Research
SMP,"Standard Motor Products, Inc.",$1.01 B,Consumer Discretionary,Auto Parts
GMRE,Global Medical REIT Inc.,$1.01 B,Real Estate,REIT—Healthcare Facilities
ZUMZ,Zumiez Inc.,$1.01 B,Consumer Discretionary,Apparel Retail
PAR,PAR Technology Corporation,$1.01 B,Technology,Software—Application
BPFH,"Boston Private Financial Holdings, Inc.",$1.00 B,Financials,Banks
BANC,"Banc of California, Inc.",$1.00 B,Financials,Banks
ASTE,"Astec Industries, Inc.",$999.7 M,Industrials,Farm & Heavy Construction Machinery
ESTE,"Earthstone Energy, Inc.",$999.5 M,Energy,Oil & Gas E&P
AFIN,"American Finance Trust, Inc.",$991.2 M,Real Estate,REIT—Diversified
GNMK,"GenMark Diagnostics, Inc.",$990.5 M,Healthcare,Medical Devices
HA,"Hawaiian Holdings, Inc.",$989.7 M,Industrials,Airlines
MGI,"MoneyGram International, Inc.",$988.9 M,Financials,Credit Services
EBIX,"Ebix, Inc.",$988.5 M,Technology,Software—Application
KURA,"Kura Oncology, Inc.",$986.9 M,Healthcare,Biotechnology
HSC,Harsco Corporation,$986.8 M,Industrials,Specialty Industrial Machinery
MRC,MRC Global Inc.,$985.9 M,Energy,Oil & Gas Equipment & Services
ASPN,"Aspen Aerogels, Inc.",$985.1 M,Industrials,Building Products & Equipment
HWKN,"Hawkins, Inc.",$981.5 M,Basic Materials,Specialty Chemicals
OEC,Orion Engineered Carbons SA,$980.8 M,Basic Materials,Specialty Chemicals
OBNK,"Origin Bancorp, Inc.",$980.4 M,Financials,Banks
CSV,"Carriage Services, Inc.",$975.9 M,Consumer Discretionary,Personal Services
GNK,Genco Shipping & Trading Limited,$974.5 M,Industrials,Marine Shipping
CAI,"CAI International, Inc.",$970.6 M,Industrials,Rental & Leasing Services
CARS,"Cars.com, Inc.",$969.9 M,Consumer Discretionary,Auto & Truck Dealerships
ICHR,"Ichor Holdings, Ltd.",$969.1 M,Technology,Semiconductor Equipment & Materials
ORGO,Organogenesis Holdings Inc.,$968.8 M,Healthcare,Drug Manufacturers—Specialty & Generic
RBCAA,"Republic Bancorp, Inc.",$968.2 M,Financials,Banks
GCO,Genesco Inc.,$965.8 M,Consumer Discretionary,Apparel Retail
DBI,Designer Brands Inc.,$965.8 M,Consumer Discretionary,Apparel Retail
CHRS,"Coherus BioSciences, Inc.",$963.4 M,Healthcare,Biotechnology
SLP,"Simulations Plus, Inc.",$963.3 M,Healthcare,Health Information Services
JBSS,"John B. Sanfilippo & Son, Inc.",$961.3 M,Consumer Staples,Packaged Foods
RCKT,"Rocket Pharmaceuticals, Inc.",$957.4 M,Healthcare,Biotechnology
AC,"Associated Capital Group, Inc.",$956.6 M,Financials,Capital Markets
AGYS,"Agilysys, Inc.",$955.1 M,Technology,Software—Application
TMST,TimkenSteel Corporation,$954.4 M,Basic Materials,Steel
GRC,The Gorman-Rupp Company,$951.9 M,Industrials,Specialty Industrial Machinery
AMSF,"AMERISAFE, Inc.",$949.2 M,Financials,Insurance—Specialty
YEXT,"Yext, Inc.",$944.5 M,Technology,Software—Infrastructure
PAE,PAE Incorporated,$944.1 M,Industrials,Specialty Business Services
BCOR,"Blucora, Inc.",$943.8 M,Financials,Asset Management
HLIT,Harmonic Inc.,$942.4 M,Technology,Communication Equipment
TUP,Tupperware Brands Corporation,$937.4 M,Consumer Discretionary,Packaging & Containers
GLDD,Great Lakes Dredge & Dock Corporation,$937.0 M,Industrials,Engineering & Construction
ARQT,"Arcutis Biotherapeutics, Inc.",$930.8 M,Healthcare,Biotechnology
BMTC,Bryn Mawr Bank Corporation,$929.9 M,Financials,Banks
XENT,"Intersect ENT, Inc.",$927.9 M,Healthcare,Medical Devices
LMAT,"LeMaitre Vascular, Inc.",$924.5 M,Healthcare,Medical Instruments & Supplies
MOV,"Movado Group, Inc.",$923.6 M,Consumer Discretionary,Luxury Goods
WASH,"Washington Trust Bancorp, Inc.",$922.0 M,Financials,Banks
MODN,"Model N, Inc.",$919.8 M,Technology,Software—Application
NCBS,"Nicolet Bankshares, Inc.",$919.6 M,Financials,Banks
CPLG,CorePoint Lodging Inc.,$919.4 M,Real Estate,REIT—Hotel & Motel
PBI,Pitney Bowes Inc.,$917.7 M,Industrials,Business Equipment & Supplies
FARO,"FARO Technologies, Inc.",$917.4 M,Technology,Scientific & Technical Instruments
ABTX,"Allegiance Bancshares, Inc.",$917.3 M,Financials,Banks
DENN,Denny's Corporation,$917.3 M,Consumer Discretionary,Restaurants
TRTX,"TPG RE Finance Trust, Inc.",$916.9 M,Real Estate,REIT—Mortgage
OSW,OneSpaWorld Holdings Limited,$912.1 M,Consumer Discretionary,Leisure
HFWA,Heritage Financial Corporation,$911.9 M,Financials,Banks
BHE,"Benchmark Electronics, Inc.",$911.0 M,Technology,Electronic Components
QCRH,"QCR Holdings, Inc.",$909.5 M,Financials,Banks
NTUS,Natus Medical Incorporated,$908.4 M,Healthcare,Medical Devices
AHH,"Armada Hoffler Properties, Inc.",$904.6 M,Real Estate,REIT—Diversified
MNKD,MannKind Corporation,$904.5 M,Healthcare,Biotechnology
CERS,Cerus Corporation,$903.0 M,Healthcare,Biotechnology
CEVA,"CEVA, Inc.",$902.5 M,Technology,Semiconductors
JRVR,"James River Group Holdings, Ltd.",$901.6 M,Financials,Insurance—Specialty
SCSC,"ScanSource, Inc.",$901.0 M,Technology,Electronics & Computer Distribution
WTTR,"Select Energy Services, Inc.",$899.6 M,Energy,Oil & Gas Equipment & Services
CLFD,"Clearfield, Inc.",$897.0 M,Technology,Communication Equipment
ADTN,"ADTRAN, Inc.",$897.0 M,Technology,Communication Equipment
AXL,"American Axle & Manufacturing Holdings, Inc.",$894.3 M,Consumer Discretionary,Auto Parts
RMAX,"RE/MAX Holdings, Inc.",$893.3 M,Real Estate,Real Estate Services
REVG,"REV Group, Inc.",$893.1 M,Industrials,Farm & Heavy Construction Machinery
WETF,"WisdomTree Investments, Inc.",$892.7 M,Financials,Asset Management
ZGNX,"Zogenix, Inc.",$891.9 M,Healthcare,Biotechnology
IMGN,"ImmunoGen, Inc.",$891.7 M,Healthcare,Biotechnology
BRBR,"BellRing Brands, Inc.",$890.4 M,Consumer Staples,Packaged Foods
NTST,NETSTREIT Corp.,$883.8 M,Real Estate,REIT—Retail
TDW,Tidewater Inc.,$883.1 M,Energy,Oil & Gas Equipment & Services
HZO,"MarineMax, Inc.",$882.7 M,Consumer Discretionary,Specialty Retail
KZR,"Kezar Life Sciences, Inc.",$882.2 M,Healthcare,Biotechnology
TPRE,Third Point Reinsurance Ltd.,$881.7 M,Financials,Insurance—Reinsurance
IDT,IDT Corporation,$881.3 M,Communication Services,Telecom Services
EGLE,Eagle Bulk Shipping Inc.,$879.2 M,Industrials,Marine Shipping
VRS,Verso Corporation,$877.9 M,Basic Materials,Paper & Paper Products
AVXL,Anavex Life Sciences Corp.,$876.2 M,Healthcare,Biotechnology
FNKO,"Funko, Inc.",$875.0 M,Consumer Discretionary,Leisure
MCB,Metropolitan Bank Holding Corp.,$869.7 M,Financials,Banks
ATLC,Atlanticus Holdings Corporation,$868.4 M,Financials,Credit Services
FOR,Forestar Group Inc.,$868.2 M,Real Estate,Real Estate—Development
CCRN,"Cross Country Healthcare, Inc.",$868.0 M,Industrials,Staffing & Employment Services
SWM,"Schweitzer-Mauduit International, Inc.",$867.7 M,Basic Materials,Paper & Paper Products
BRY,Berry Corporation,$867.5 M,Energy,Oil & Gas E&P
CPRX,"Catalyst Pharmaceuticals, Inc.",$867.3 M,Healthcare,Biotechnology
AMRK,"A-Mark Precious Metals, Inc.",$867.2 M,Financials,Capital Markets
IIIV,"i3 Verticals, Inc.",$865.7 M,Technology,Information Technology Services
KELYA,"Kelly Services, Inc.",$864.9 M,Industrials,Staffing & Employment Services
CSII,"Cardiovascular Systems, Inc.",$863.2 M,Healthcare,Medical Devices
LBAI,"Lakeland Bancorp, Inc.",$852.4 M,Financials,Banks
CKH,Seacor Holdings Inc.,$850.4 M,Energy,Oil & Gas Equipment & Services
GTS,Triple-S Management Corporation,$845.8 M,Healthcare,Healthcare Plans
HBNC,"Horizon Bancorp, Inc.",$845.2 M,Financials,Banks
VREX,Varex Imaging Corporation,$842.4 M,Healthcare,Medical Devices
SNDX,"Syndax Pharmaceuticals, Inc.",$836.6 M,Healthcare,Biotechnology
AMWD,American Woodmark Corporation,$836.4 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
GOOD,Gladstone Commercial Corporation,$832.4 M,Real Estate,REIT—Diversified
MBI,MBIA Inc.,$831.6 M,Financials,Insurance—Specialty
CRNX,"Crinetics Pharmaceuticals, Inc.",$830.0 M,Healthcare,Biotechnology
IGMS,"IGM Biosciences, Inc.",$829.9 M,Healthcare,Biotechnology
IHC,Independence Holding Company,$829.9 M,Financials,Insurance—Life
PRDO,Perdoceo Education Corporation,$827.3 M,Consumer Staples,Education & Training Services
CLCT,"Collectors Universe, Inc.",$827.1 M,Industrials,Specialty Business Services
FLWS,"1-800-FLOWERS.COM, Inc.",$824.7 M,Consumer Discretionary,Specialty Retail
TILE,"Interface, Inc.",$824.5 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
CFB,"CrossFirst Bankshares, Inc.",$820.8 M,Financials,Banks
GSBC,"Great Southern Bancorp, Inc.",$820.5 M,Financials,Banks
ANGO,"AngioDynamics, Inc.",$819.4 M,Healthcare,Medical Instruments & Supplies
SCU,"Sculptor Capital Management, Inc.",$815.5 M,Financials,Asset Management
IESC,"IES Holdings, Inc.",$815.4 M,Industrials,Engineering & Construction
GEO,"The GEO Group, Inc.",$815.1 M,Real Estate,REIT—Healthcare Facilities
CPF,Central Pacific Financial Corp.,$814.2 M,Financials,Banks
LOVE,The Lovesac Company,$810.8 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
WINA,Winmark Corporation,$807.8 M,Consumer Discretionary,Specialty Retail
UHT,Universal Health Realty Income Trust,$806.1 M,Real Estate,REIT—Healthcare Facilities
PARR,"Par Pacific Holdings, Inc.",$804.3 M,Energy,Oil & Gas Refining & Marketing
